Age,2014
0,68828
1,68828
2,68828
3,68828
4,68828
5,68828
6,68828
7,68828
8,68828
9,68828
10,68828
11,68828
12,68828
13,68828
14,68828
15,68828
16,68828
17,68828
18,68828
19,68828
20,68828
21,68828
22,68828
23,68828
24,68828
25,68828
26,68828
27,68828
28,68828
29,68828
30,68828
31,68828
32,68828
33,68828
34,68828
35,68828
36,68828
37,68828
38,68828
39,68828
40,68828
41,68828
42,68828
43,68828
44,68828
45,68828
46,68828
47,68828
48,68828
49,68828
50,68828
51,68828
52,68828
53,68828
54,68828
55,68828
56,68828
57,68828
58,68828
59,68828
60,68828
61,68828
62,68828
63,68828
64,68828
65,68828
66,68828
67,68828
68,68828
69,68828
70,68828
71,68828
72,68828
73,68828
74,68828
75,68828
76,68828
77,68828
78,68828
79,68828
80,68828
81,68828
82,68828
83,68828
84,68828
85,68828
86,68828
87,68828
88,68828
89,68828
90,68828
91,68828
92,68828
93,68828
94,68828
95,68828
96,68828
97,68828
98,68828
99,68828
100,68828
101,68828
102,68828
103,68828
104,68828
105,68828
106,68828
107,68828
108,68828
109,68828
110,68828
111,68828
112,68828
113,68828
114,68828
115,68828
116,68828
117,68828
118,68828
119,68828
120,68828
121,68828
122,68828
123,68828
124,68828
125,68828
